database_family	revised_family	database_name	revised_name	database	tax_ref	year_ref	canine	evidence_canine	reference_canine	obs_canine	diet	reference diet	horn	reference_horn	obs1	obs2	category	is_ruminant
Antilocapridae	Antilocapridae	Meryceros_nenzelensis	Meryceros_nenzelensis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	Antilocapridae	Meryceros_warreni	Meryceros_warreni	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	NA	Merycodus_alticornis	Paracosoryx_alticornis	pbdb	assumed	NA	 	 	 						There is never a citation of a "Merycodus alticornis" in antilocapridae family; but there is plenty mentions of paracosoryx; which were a similar; co-occurent with Merycodus	genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	Antilocapridae	Merycodus_crucensis	Meryceros_crucensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	Antilocapridae	Merycodus_hookwayi	Meryceros_hookwayi	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	Antilocapridae	Merycodus_joraki	Meryceros_joraki	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	Antilocapridae	Merycodus_minor	Merycodus_minor	pbdb	Beatty; B. L.; & Martin; L. D. (2009). The earliest North American record of the Antilocapridae (Artiodactyla; Mammalia). PaleoBios; 29(1).	2009	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Merycodus_necatus	Merycodus_necatus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	Antilocapridae	Merycodus_necatus	Merycodus_necatus	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	Antilocapridae	Merycodus_nenzelensis	Meryceros_nenzelensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	NA	Merycodus_prodromus	NA	pbdb	Beatty; B. L.; & Martin; L. D. (2009). The earliest North American record of the Antilocapridae (Artiodactyla; Mammalia)._PaleoBios;_29(1).	2009	invalid	invalid	invalid							Merycodus prodromus is only known from a pair of damaged upper molars that are not presently diagnostic for any single genus of merycodontine; and may represent another artiodactyl group entirely.	invalid	invalid
Antilocapridae	Antilocapridae	Merycodus_sabulonis	Merycodus_sabulonis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	Antilocapridae	Merycodus_sabulonis	Merycodus_sabulonis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	Antilocapridae	Merycodus_savaronis	Merycodus_sabulonis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	Antilocapridae	Merycodus_warreni	Meryceros_warreni	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	synonymized	yes
Antilocapridae	NA	Merycodus_wilsoni	Merycodus_wilsoni	pbdb	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description	genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	no_literature	yes
Antilocapridae	Antilocapridae	Osbornoceros_osborni	Osbornoceros_osborni	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Osbornoceros_osborni	Osbornoceros_osborni	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ottoceros_peacevalleyensis	Ottoceros_peacevalleyensis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ottoceros_peacevalleyensis	Ottoceros_peacevalleyensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_alticornis	Paracosoryx_alticornis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_alticornis	Paracosoryx_alticornis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_dawesensis	Paracosoryx_dawesensis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_dawesensis	Paracosoryx_dawesensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_furlongi	Paracosoryx_furlongi	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_furlongi	Paracosoryx_furlongi	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_loxoceros	Paracosoryx_loxoceros	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_loxocerus	Paracosoryx_loxoceros	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								typo	yes
Antilocapridae	Antilocapridae	Paracosoryx_nevadensis	Paracosoryx_nevadensis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_nevadensis	Paracosoryx_nevadensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	NA	Paracosoryx_pawniensis	Paracosoryx_pawniensis	now	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description		no_literature	yes
Antilocapridae	Antilocapridae	Paracosoryx_wilsoni	Paracosoryx_wilsoni	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Paracosoryx_wilsoni	Paracosoryx_wilsoni	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Plioceros_blicki	Plioceros_blicki	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Plioceros_blicki	Plioceros_blicki	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Plioceros_dehlini	Plioceros_dehlini	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Plioceros_dehlini	Plioceros_dehlini	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Plioceros_floblairi	Plioceros_floblairi	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Plioceros_floblairi	Plioceros_floblairi	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Proantilocapra_platycornea	Proantilocapra_platycornea	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Proantilocapra_platycornea	Proantilocapra_platycornea	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_brevicornis	Ramoceros_brevicornis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_brevicornis	Ramoceros_brevicornis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_howardae	Ramoceros_osborni	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Ramoceros_kansanus	Ramoceros_osborni	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Ramoceros_marthae	Ramoceros_marthae	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_marthae	Ramoceros_marthae	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_osborni	Ramoceros_osborni	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_osborni	Ramoceros_osborni	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_palmatus	Ramoceros_palmatus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_ramosus	Ramoceros_ramosus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Ramoceros_ramosus	Ramoceros_ramosus	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	NA	Sphenophalos_figginsi	Sphenophalos_figginsi	pbdb	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description		no_literature	yes
Antilocapridae	NA	Sphenophalos_garciae	Sphenophalos_garciae	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Sphenophalos_middleswarti	Sphenophalos_middleswarti	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Sphenophalos_middleswarti	Sphenophalos_middleswarti	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Sphenophalos_nevadanus	Sphenophalos_nevadanus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Sphenophalos_nevadanus	Sphenophalos_nevadanus	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Stockoceros_conklingi	Stockoceros_conklingi	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Stockoceros_onusrosagris	Stockoceros_onusrosagris	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Subantilocapra_garciae	Sphenophalos_garciae	now	Webb; S. D. (1973). Pliocene pronghorns of Florida._Journal of Mammalogy;_54(1); 203-221.	1973	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Submeryceros_crucianus	Submeryceros_crucianus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							genera Meryceros; Merycodus and Submeryceros may reflect a single genera; but it seems that the names reflect 3 different lineages (Prothero & Foss 2007). So we will maintain them separated as genera to maintain this information	valid_species	yes
Antilocapridae	Antilocapridae	Submeryceros_minimus	Merycodus_minimus	now	Beatty; B. L.; & Martin; L. D. (2009). The earliest North American record of the Antilocapridae (Artiodactyla; Mammalia). PaleoBios; 29(1).	2009	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Submeryceros_minor	Merycodus_minor	now	Beatty; B. L.; & Martin; L. D. (2009). The earliest North American record of the Antilocapridae (Artiodactyla; Mammalia). PaleoBios; 29(1).	2009	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Submeryceros_minor	Merycodus_minor	pbdb	Beatty; B. L.; & Martin; L. D. (2009). The earliest North American record of the Antilocapridae (Artiodactyla; Mammalia). PaleoBios; 29(1).	2009	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Tetrameryx_irvingtonensis	Tetrameryx_irvingtonensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Tetrameryx_knoxensis	Tetrameryx_knoxensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Tetrameryx_mooseri	Tetrameryx_mooseri	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Tetrameryx_shuleri	Tetrameryx_shuleri	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Tetrameryx_tacubayensis	Tetrameryx_tacubayensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_altidens	Texoceros_altidens	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 							T. Altidens is not synonymyzed because there was just suggested; not confirmed; that this species is synonym of T. Guymonensis	valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_altidens	Texoceros_altidens	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_edensis	Texoceros_edensis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_edensis	Texoceros_edensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_guymonensis	Texoceros_guymonensis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_guymonensis	Texoceros_guymonensis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_minorei	Texoceros_minorei	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_minorei	Texoceros_minorei	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_texanus	Texoceros_altidens	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								synonymized	yes
Antilocapridae	Antilocapridae	Texoceros_vaughani	Texoceros_vaughani	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Antilocapridae	Antilocapridae	Texoceros_vaughani	Texoceros_vaughani	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	 	 	 								valid_species	yes
Archaeomerycidae	Archaeomerycidae	Irrawadymeryx_pondaungi	Irrawadymeryx_pondaungi	pbdb	M_tais; G.; Soe; A. N.; Marivaux; L.; & Beard; K. C. (2007). Artiodactyls from the Pondaung Formation (Myanmar): new data and reevaluation of the South Asian Faunal Province during the Middle Eocene._Naturwissenschaften;_94(9); 759-768.	2007	 	 	 								valid_species	yes
